  -1.38662982       1.56417561      -1.38662982       1.56417561    
  -1.52010131       1.53365207      -1.52010131       1.53365207    
  -1.52375317       1.54907835      -1.52375317       1.54907835    
  -1.55501354       1.53337193      -1.55501354       1.53337193    
  -1.54036891       1.55386806      -1.54036891       1.55386806    
  -1.54042971       1.54907274      -1.54042971       1.54907274    
  -1.52237165       1.56607926      -1.52237165       1.56607926    
  -1.55295813       1.51941872      -1.55295813       1.51941872    
  -1.51276505       1.58057690      -1.51276505       1.58057690    
  -1.56822526       1.55973244      -1.56822526       1.55973244    
  -1.55763197       1.54888868      -1.55763197       1.54888868    
  -1.53011346       1.58226848      -1.53011346       1.58226848    
  -1.56446147       1.55908597      -1.56446147       1.55908597    
  -1.54725444       1.54306841      -1.54725444       1.54306841    
  -1.51982892       1.54456711      -1.51982892       1.54456711    
  -1.54711521       1.55595028      -1.54711521       1.55595028    
  -1.54577386       1.53422928      -1.54577386       1.53422928    
  -1.55828094       1.53137457      -1.55828094       1.53137457    
  -1.54237366       1.57614040      -1.54237366       1.57614040    
  -1.58765125       1.56342828      -1.58765125       1.56342828    
  0.807265818     -0.712674320      0.807265818     -0.712674320    
  0.746457815     -0.733402193      0.746457815     -0.733402193    
  0.736315787     -0.731121182      0.736315787     -0.731121182    
  0.746181488     -0.748565674      0.746181488     -0.748565674    
  0.746530831     -0.765787125      0.746530831     -0.765787125    
  0.750311017     -0.738775849      0.750311017     -0.738775849    
  0.767575204     -0.756763458      0.767575204     -0.756763458    
  0.751606762     -0.768876076      0.751606762     -0.768876076    
  0.752150178     -0.760471284      0.752150178     -0.760471284    
  0.772236884     -0.759548306      0.772236884     -0.759548306    
  0.752682686     -0.765012920      0.752682686     -0.765012920    
  0.756943762     -0.763586879      0.756943762     -0.763586879    
  0.762143493     -0.753765941      0.762143493     -0.753765941    
  0.752554238     -0.754402876      0.752554238     -0.754402876    
  0.762739360     -0.752120912      0.762739360     -0.752120912    
  0.752769828     -0.765743732      0.752769828     -0.765743732    
  0.739482403     -0.754072905      0.739482403     -0.754072905    
  0.747349501     -0.754301608      0.747349501     -0.754301608    
  0.753428698     -0.785443842      0.753428698     -0.785443842    
  0.724531770     -0.789462984      0.724531770     -0.789462984    
  -2.25456785E-02  0.279958040      -2.25456785E-02  0.279958040    
 -0.178840429      -7.34611973E-03 -0.178840429      -7.34611973E-03
 -0.199816823       2.58974172E-02 -0.199816823       2.58974172E-02
 -0.143776134       2.03876596E-04 -0.143776134       2.03876596E-04
  -9.90967229E-02  -1.89435650E-02  -9.90967229E-02  -1.89435650E-02
  -4.34327088E-02   4.98875417E-02  -4.34327088E-02   4.98875417E-02
 -0.125213921       4.44300054E-03 -0.125213921       4.44300054E-03
   1.50493849E-02   8.90518278E-02   1.50493849E-02   8.90518278E-02
   4.35478538E-02   4.10723612E-02   4.35478538E-02   4.10723612E-02
   7.76489154E-02 -0.160708100       7.76489154E-02 -0.160708100    
  0.167507172      -6.92465678E-02  0.167507172      -6.92465678E-02
  0.128849015      -5.03624603E-02  0.128849015      -5.03624603E-02
  0.116764449      -9.73330960E-02  0.116764449      -9.73330960E-02
  0.135663480       1.63207296E-02  0.135663480       1.63207296E-02
  0.227525786      -2.73041911E-02  0.227525786      -2.73041911E-02
  0.142450318      -9.22550932E-02  0.142450318      -9.22550932E-02
  0.149641424      -1.70303304E-02  0.149641424      -1.70303304E-02
  0.205550849       1.38178626E-02  0.205550849       1.38178626E-02
  -9.74337086E-02  -3.25927921E-02  -9.74337086E-02  -3.25927921E-02
 -0.250813127     -0.200995117     -0.250813127     -0.200995117    
  0.322071135      0.345601350      0.322071135      0.345601350    
  0.274198771     -0.296496302      0.274198771     -0.296496302    
  0.404381156     -0.782946289      0.404381156     -0.782946289    
  0.207774594     -0.364503026      0.207774594     -0.364503026    
 -0.137025148     -0.614776671     -0.137025148     -0.614776671    
 -0.104262248      0.112319484     -0.104262248      0.112319484    
 -0.265423506      0.267329752     -0.265423506      0.267329752    
  -6.69806525E-02  0.427860260      -6.69806525E-02  0.427860260    
 -0.141703203       6.63227886E-02 -0.141703203       6.63227886E-02
   1.86674036E-02  0.454534590       1.86674036E-02  0.454534590    
 -0.275395751      0.196981952     -0.275395751      0.196981952    
 -0.197743103       9.63071510E-02 -0.197743103       9.63071510E-02
 -0.175880566      0.223504782     -0.175880566      0.223504782    
 -0.196465299      0.301032960     -0.196465299      0.301032960    
 -0.155963972      0.210272327     -0.155963972      0.210272327    
 -0.159761399      0.147441700     -0.159761399      0.147441700    
