 -0.227369234       8.82849842E-02 -0.227369234       8.82849842E-02
 -0.225741446       1.08321728E-02 -0.225741446       1.08321728E-02
 -0.226779148       1.16963293E-02 -0.226779148       1.16963293E-02
 -0.225652769      -6.39888048E-02 -0.225652769      -6.39888048E-02
 -0.225849345       8.76300856E-02 -0.225849345       8.76300856E-02
 -0.226380587       1.07740853E-02 -0.226380587       1.07740853E-02
 -0.224557713       8.25592317E-03 -0.224557713       8.25592317E-03
 -0.227508232      -6.75093979E-02 -0.227508232      -6.75093979E-02
 -0.226134062       8.63088518E-02 -0.226134062       8.63088518E-02
 -0.226397604       1.12219173E-02 -0.226397604       1.12219173E-02
 -0.225448862       8.78184289E-03 -0.225448862       8.78184289E-03
 -0.224803612      -6.63702488E-02 -0.224803612      -6.63702488E-02
 -0.227415189       8.69547427E-02 -0.227415189       8.69547427E-02
 -0.225710571       1.34615246E-02 -0.225710571       1.34615246E-02
 -0.226470664       7.75216520E-03 -0.226470664       7.75216520E-03
 -0.225589588      -6.36680797E-02 -0.225589588      -6.36680797E-02
 -0.225529850       8.69445503E-02 -0.225529850       8.69445503E-02
 -0.226569995       1.32394740E-02 -0.226569995       1.32394740E-02
 -0.225837588       7.33716693E-03 -0.225837588       7.33716693E-03
 -0.524016440       1.14700353     -0.524016440       1.14700353    
 -0.134524390       1.19921327     -0.134524390       1.19921327    
 -0.149718016       1.13233399     -0.149718016       1.13233399    
  -1.21856956E-02   1.17241216      -1.21856956E-02   1.17241216    
 -0.436849296       1.15383959     -0.436849296       1.15383959    
 -0.137578517       1.17595351     -0.137578517       1.17595351    
 -0.133959681       1.19332469     -0.133959681       1.19332469    
  -6.43396154E-02   1.17525983      -6.43396154E-02   1.17525983    
  -1.14796877       1.11778378      -1.14796877       1.11778378    
 -0.139676422       1.21769261     -0.139676422       1.21769261    
 -0.144177020       1.11575878     -0.144177020       1.11575878    
 -0.414770037       1.13003075     -0.414770037       1.13003075    
  -1.61347464E-02   1.12963772      -1.61347464E-02   1.12963772    
 -0.132524416       1.20780110     -0.132524416       1.20780110    
 -0.134173408       1.16218722     -0.134173408       1.16218722    
  -1.67596452E-02   1.15794897      -1.67596452E-02   1.15794897    
  -1.29329925E-02   1.12918389      -1.29329925E-02   1.12918389    
 -0.117582358       1.20659697     -0.117582358       1.20659697    
 -0.183479100       1.15647674     -0.183479100       1.15647674    
  -1.14480615       1.19503140      -1.14480615       1.19503140    
