 -0.419540793       1.29914916     -0.419540793       1.29914916    
  0.181424752       1.37721443      0.181424752       1.37721443    
  -7.99722001E-02   1.34639692      -7.99722001E-02   1.34639692    
   7.99955726E-02   1.35960996       7.99955726E-02   1.35960996    
  -7.07255900E-02   1.30209541      -7.07255900E-02   1.30209541    
   4.33014184E-02   1.42268336       4.33014184E-02   1.42268336    
  -3.79653424E-02   1.35066450      -3.79653424E-02   1.35066450    
   4.60934173E-03   1.34865928       4.60934173E-03   1.34865928    
 -0.517782748       1.28468025     -0.517782748       1.28468025    
  -4.63842899E-02   1.40692997      -4.63842899E-02   1.40692997    
   5.52069321E-02   1.38116825       5.52069321E-02   1.38116825    
  -5.70542663E-02   1.34280813      -5.70542663E-02   1.34280813    
   7.58995935E-02   1.31962752       7.58995935E-02   1.31962752    
  -7.89190978E-02   1.41684175      -7.89190978E-02   1.41684175    
   8.16187412E-02   1.35339272       8.16187412E-02   1.35339272    
  -8.50304365E-02   1.35821831      -8.50304365E-02   1.35821831    
  0.112682484       1.29183340      0.112682484       1.29183340    
 -0.114877939       1.41258729     -0.114877939       1.41258729    
  0.117523365       1.31439650      0.117523365       1.31439650    
 -0.122153521       1.39262831     -0.122153521       1.39262831    
  -1.21697772       1.18934846      -1.21697772       1.18934846    
  -1.20697355       1.18207490      -1.20697355       1.18207490    
  -1.21473432       1.19577014      -1.21473432       1.19577014    
  -1.21132624       1.18220270      -1.21132624       1.18220270    
  -1.21033525       1.18546093      -1.21033525       1.18546093    
  -1.20715296       1.15746880      -1.20715296       1.15746880    
  -1.20775521       1.19805026      -1.20775521       1.19805026    
  -1.21169114       1.18198538      -1.21169114       1.18198538    
  -1.21158564       1.17857182      -1.21158564       1.17857182    
  -1.21574819       1.19440722      -1.21574819       1.19440722    
  -1.20893562       1.19346535      -1.20893562       1.19346535    
  -1.21469307       1.20014644      -1.21469307       1.20014644    
  -1.20004714       1.17035532      -1.20004714       1.17035532    
  -1.19790566       1.19482577      -1.19790566       1.19482577    
  -1.20181596       1.16039622      -1.20181596       1.16039622    
  -1.20866692       1.16751230      -1.20866692       1.16751230    
  -1.20989573       1.15788722      -1.20989573       1.15788722    
  -1.20673299       1.16851056      -1.20673299       1.16851056    
  -1.21602702       1.17711234      -1.21602702       1.17711234    
  -1.20954132       1.18373060      -1.20954132       1.18373060    
 -0.585779428       1.00533056     -0.585779428       1.00533056    
 -0.590757310      -8.06745812E-02 -0.590757310      -8.06745812E-02
 -0.593429148       1.03402185     -0.593429148       1.03402185    
 -0.586968839       1.00855172     -0.586968839       1.00855172    
 -0.600348771      0.138577402     -0.600348771      0.138577402    
 -0.587081432      0.986743689     -0.587081432      0.986743689    
 -0.590237617       1.10653019     -0.590237617       1.10653019    
 -0.572709084       1.11284781     -0.572709084       1.11284781    
 -0.592749298       1.19978821     -0.592749298       1.19978821    
 -0.692241848       3.67041193E-02 -0.692241848       3.67041193E-02
 -0.586522341       1.10915458     -0.586522341       1.10915458    
 -0.596185803       1.01183856     -0.596185803       1.01183856    
 -0.590947509       1.11127388     -0.590947509       1.11127388    
 -0.594158113      0.941442072     -0.594158113      0.941442072    
 -0.593456507       5.75745990E-03 -0.593456507       5.75745990E-03
 -0.586155415       1.16236329     -0.586155415       1.16236329    
 -0.593752682       8.17802250E-02 -0.593752682       8.17802250E-02
 -0.590733409       4.19220403E-02 -0.590733409       4.19220403E-02
 -0.593560994      0.993544400     -0.593560994      0.993544400    
 -0.587266088       1.01206338     -0.587266088       1.01206338    
 -0.225597471      -6.28441647E-02 -0.225597471      -6.28441647E-02
