   1.79811192       1.79811192       1.19431841       1.19431841       1.98502767    
   6.62458611       6.62458611       2.16105938       2.16105938      -5.33271456    
   4.81707764       4.81707764     -0.353576958     -0.353576958      -4.05165434    
   4.96652937       4.96652937      0.529081106      0.529081106      -3.72431064    
   1.51375699       1.51375699       1.11654603       1.11654603       1.63527203    
   3.65146804       3.65146804       5.10001373       5.10001373      -6.25413275    
   4.18671608       4.18671608      0.843535066      0.843535066      -2.97452688    
   5.27913952       5.27913952      0.677221477      0.677221477      -3.79826808    
   6.64253330       6.64253330       1.78910005       1.78910005      -5.48324013    
   7.56295967       7.56295967       2.70181060       2.70181060      -6.17974091    
   2.78694677       2.78694677      0.473234832      0.473234832      -4.22943306    
